folio,line_id,transcription
AM_20_b_I_fol.-15-0006v-hq,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/AM_20_b_I_fol.-15-0006v-hq/line_0028.png,SSn<space>AteLTtea<space>ETe<space>a<space>cee<space>T<space>a<space>G.<space>et<space>c<space>Be<space>CTc<space>E<space>Vee<space>T.<space>Te<space>ceectees.
AM_20_b_I_fol.-15-0006v-hq,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/AM_20_b_I_fol.-15-0006v-hq/line_0029.png,LTTa<space>es<space>etCT<space>altetaTLa<space>TTeeTTontetccce
AM_20_b_I_fol.-15-0006v-hq,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/AM_20_b_I_fol.-15-0006v-hq/line_0030.png,Lee<space>TaltceL<space>en<space>ec<space>Bele<space>Ctc
AM_20_b_I_fol.-15-0006v-hq,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/AM_20_b_I_fol.-15-0006v-hq/line_0031.png,Lee<space>ee<space>Cetea<space>tee<space>de<space>TeBtL<space>teecTc.
AM_20_b_I_fol.-15-0006v-hq,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/AM_20_b_I_fol.-15-0006v-hq/line_0032.png,P
Antiphonal_12v_hfngl,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/Antiphonal_12v_hfngl/line_0000.png,S<space>adeldes<space><space>Te<space>T<space>C.<space>et<space>Ste<space>Cet.<space>Et
Antiphonal_12v_hfngl,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/Antiphonal_12v_hfngl/line_0001.png,Tttece<space>eTG<space>c<space>CtTCtetde.
Antiphonal_12v_hfngl,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/Antiphonal_12v_hfngl/line_0002.png,L<space>S<space>t<space>tete<space>e<space>C<space>C<space>Le<space>se
Antiphonal_12v_hfngl,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/Antiphonal_12v_hfngl/line_0003.png,Pe<space>te<space>et<space>ea<space>t<space>T<space>Tee<space>Cete.<space>sec<space>e<space>l<space>T<space>tese
Antiphonal_12v_hfngl,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/Antiphonal_12v_hfngl/line_0004.png,T<space>C<space>C<space>Tee<space>ee<space>ee<space>et<space>e<space>ce<space>e<space>T<space>ecec<space>d<space>ce<space>TTa
Antiphonal_12v_hfngl,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/Antiphonal_12v_hfngl/line_0005.png,E<space>as<space>t<space>Tly<space>Tonraat<space>ea<space>tecaa<space>cec<space>t<space>Teccec
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0000.png,STDC<space>CTC<space>C.<space>Seecee<space>seee<space>
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0001.png,L
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0002.png,SteTn<space>C<space>Ce<space>TCCe<space>CC<space>CtcS
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0003.png,B
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0004.png,S<space>ySi<space>Te<space>DCTTtde.<space>C<space>ces<space>Gs<space>cee<space>decesot
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0005.png,P
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0006.png,TeBTee<space>C<space>Ctes¬
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0007.png,L<space>CtC<space>Tteeee<space>e<space>Ca<space>teteees
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0008.png,L<space>S<space>TCe<space>ece<space>Cctet<space>CtcCteCss
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0009.png,L
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0010.png,DCTDCe<space>d<space>Ctcs
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0011.png,T<space>CeCCDe<space>TtCttete
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0012.png,PTTcTddee
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0013.png,E<space>vT<space>S<space>TeTtr<space>e<space>on<space>teee<space>deLe<space>TeT<space>tee
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0014.png,L
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0015.png,CTTTecaLe<space>deTC
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0016.png,SdeCSe<space>Teed<space>leTTTL<space>CS<space>Tcc
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0017.png,Sd<space>TTTd<space>Ee<space>le<space>Sd<space>L<space>Ce<space>T<space>t<space>e
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0018.png,Cce<space>e<space>Ce<space>eeTce<space>ceeteeee
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0019.png,C
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0020.png,Ld<space>eT
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0021.png,Bee<space>TeCCe<space>T<space>re
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0022.png,DCeCTe<space>ce<space>ceSe<space>CeCC<space>Telt<space>ne
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0023.png,Ee<space>ce<space>eTeTeSSee<space>eeTeetl.
BeromunsterCantatorium_10v,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/BeromunsterCantatorium_10v/line_0024.png,
CH-Fco Ms. 2_006r copy,/Users/cassiebastress/Documents/DDMAL/line-seg-eval/experiments/pylaia_baseline/pylaia_himanis/../../../outputs/pylaia_baseline/crops/CH-Fco,Ms. 2_006r copy/line_0020.png 8
